1	1	17.1	-1.9
2	1	16.7	-2.0
3	1	14.9	-2.1
4	1	15.0	3.0
5	1	15.4	0.0
6	1	15.2	-2.8
7	1	17.1	-3.6
8	1	17.2	-4.1
9	1	14.6	-2.3
10	1	14.0	-2.5
11	1	14.8	-3.3
12	1	14.4	-3.7
13	1	15.0	-4.3
14	1	12.5	-5.0
15	1	16.0	-3.2
16	1	16.4	-4.2
17	1	14.7	-1.6
18	1	10.5	2.1
19	1	11.3	4.2
20	1	8.7	2.1
21	1	9.5	2.1
22	1	10.1	2.0
23	1	14.6	2.4
24	1	13.8	5.9
25	1	11.7	6.4
26	1	13.4	1.7
27	1	14.3	-2.1
28	1	16.8	1.6
29	1	17.2	3.3
30	1	18.6	0.9
31	1	19.4	4.1
1	2	18.7	7.0
2	2	22.8	3.4
3	2	23.9	1.4
4	2	23.3	1.1
5	2	20.8	0.6
6	2	17.1	3.4
7	2	16.8	2.5
8	2	15.6	5.1
9	2	18.4	3.9
10	2	20.6	1.0
11	2	20.9	0.4
12	2	20.4	4.7
13	2	17.6	5.5
14	2	20.1	1.3
15	2	21.6	2.2
16	2	22.8	1.7
17	2	21.6	1.4
18	2	20.6	5.1
19	2	19.6	5.7
20	2	20.4	0.8
21	2	20.7	2.7
22	2	22.9	-0.1
23	2	23.2	-0.6
24	2	23.3	-0.8
25	2	21.0	-0.6
26	2	20.4	1.6
27	2	20.8	-0.2
28	2	23.5	-0.8
29	2	19.1	0.0
1	3	17.2	9.7
2	3	18.6	9.8
3	3	17.8	1.9
4	3	20.8	7.0
5	3	17.9	2.3
6	3	15.9	3.3
7	3	17.5	0.4
8	3	22.7	-0.9
9	3	22.9	1.9
10	3	26.0	4.2
11	3	29.7	4.3
12	3	28.5	6.3
13	3	25.8	7.0
14	3	24.6	4.7
15	3	18.2	5.6
16	3	13.5	4.0
17	3	16.1	2.7
18	3	21.8	7.5
19	3	21.2	6.8
20	3	18.1	5.1
21	3	15.5	7.3
22	3	14.3	5.3
23	3	15.3	2.4
24	3	17.6	6.6
25	3	15.5	6.4
26	3	19.1	7.9
27	3	17.3	3.6
28	3	17.8	3.9
29	3	19.7	3.6
30	3	18.6	6.2
31	3	14.9	8.4
1	4	14.0	5.7
2	4	11.3	4.1
3	4	18.7	3.2
4	4	20.7	3.6
5	4	22.6	3.9
6	4	22.0	5.4
7	4	24.1	7.4
8	4	23.9	8.1
9	4	20.7	12.8
10	4	20.3	12.0
11	4	22.6	8.8
12	4	20.6	10.9
13	4	20.0	10.0
14	4	21.0	6.0
15	4	20.1	7.9
16	4	22.8	5.5
17	4	24.2	9.0
18	4	25.0	10.5
19	4	23.2	11.9
20	4	17.6	8.1
21	4	14.6	6.2
22	4	22.1	9.0
23	4	23.9	6.8
24	4	24.8	7.8
25	4	17.1	12.5
26	4	18.5	11.4
27	4	19.2	8.0
28	4	21.5	9.0
29	4	22.8	6.0
30	4	22.3	6.2
1	5	27.8	7.6
2	5	32.2	10.0
3	5	35.0	9.2
4	5	35.8	13.7
5	5	30.2	12.1
6	5	31.4	10.2
7	5	31.0	13.6
8	5	30.7	11.8
9	5	25.3	12.1
10	5	20.2	11.1
11	5	23.2	8.5
12	5	17.9	9.5
13	5	23.0	8.5
14	5	18.9	8.8
15	5	20.5	8.2
16	5	21.1	11.3
17	5	22.8	10.7
18	5	27.1	7.9
19	5	30.3	9.7
20	5	32.2	11.6
21	5	33.0	12.3
22	5	34.2	13.0
23	5	34.8	13.2
24	5	34.3	14.6
25	5	33.4	13.4
26	5	32.6	12.8
27	5	30.8	15.4
28	5	32.5	14.8
29	5	32.7	14.8
30	5	32.5	12.8
31	5	29.3	13.2
1	6	32.2	9.4
2	6	32.7	11.1
3	6	29.4	12.8
4	6	25.1	15.0
5	6	28.0	14.2
6	6	31.1	12.8
7	6	27.1	15.6
8	6	25.2	13.3
9	6	27.0	9.7
10	6	29.7	11.2
11	6	26.2	12.5
12	6	22.8	13.4
13	6	26.1	9.3
14	6	28.4	12.5
15	6	30.8	10.5
16	6	28.8	15.3
17	6	29.7	14.3
18	6	31.5	12.3
19	6	31.6	13.0
20	6	34.6	13.9
21	6	37.0	13.7
22	6	37.8	14.7
23	6	39.5	18.0
24	6	37.9	17.9
25	6	36.1	16.0
26	6	31.9	16.2
27	6	34.8	13.7
28	6	37.8	15.3
29	6	39.2	16.5
30	6	38.7	17.4
1	7	37.4	18.0
2	7	36.4	15.3
3	7	35.3	16.4
4	7	37.1	15.5
5	7	38.3	17.6
6	7	40.4	16.3
7	7	41.0	18.0
8	7	39.7	19.8
9	7	35.8	15.5
10	7	37.5	15.8
11	7	38.2	17.9
12	7	39.1	24.9
13	7	37.1	19.1
14	7	36.1	19.8
15	7	36.3	18.5
16	7	38.5	19.0
17	7	39.3	18.5
18	7	39.1	18.2
19	7	38.6	19.9
20	7	40.0	17.6
21	7	40.7	22.8
22	7	34.5	18.4
23	7	37.9	18.2
24	7	39.6	20.1
25	7	40.4	18.4
26	7	43.3	18.1
27	7	42.3	23.8
28	7	39.6	18.9
29	7	41.3	18.9
30	7	41.6	21.3
31	7	41.8	20.0
1	8	42.0	22.6
2	8	40.1	18.8
3	8	35.2	16.4
4	8	35.7	17.9
5	8	38.0	20.5
6	8	39.4	19.6
7	8	41.0	22.0
8	8	41.4	19.2
9	8	42.0	16.7
10	8	37.5	18.8
11	8	36.8	19.9
12	8	34.0	18.0
13	8	35.3	14.1
14	8	35.5	13.7
15	8	32.8	14.9
16	8	31.9	13.2
17	8	34.5	12.1
18	8	37.2	13.2
19	8	38.3	15.0
20	8	39.5	15.9
21	8	38.8	14.6
22	8	38.4	13.6
23	8	38.0	17.0
24	8	37.4	15.9
25	8	38.8	18.1
26	8	39.9	15.8
27	8	40.2	16.2
28	8	35.2	16.5
29	8	27.3	16.8
30	8	30.0	11.5
31	8	31.8	10.9
1	9	29.5	12.7
2	9	32.4	11.8
3	9	32.8	14.1
4	9	34.3	13.8
5	9	35.4	14.0
6	9	35.7	15.4
7	9	34.8	16.0
8	9	30.2	17.0
9	9	31.9	14.1
10	9	33.3	13.8
11	9	34.0	13.3
12	9	35.1	13.9
13	9	34.5	19.3
14	9	32.6	18.1
15	9	33.5	15.4
16	9	33.5	13.6
17	9	31.2	19.5
18	9	26.8	16.7
19	9	26.5	11.9
20	9	27.7	12.5
21	9	28.5	13.0
22	9	30.1	10.6
23	9	28.3	13.7
24	9	29.7	15.1
25	9	27.2	13.4
26	9	26.8	6.9
27	9	27.4	8.8
28	9	29.5	7.2
29	9	31.9	8.7
30	9	29.8	9.7
1	10	28.2	9.7
2	10	21.7	10.1
3	10	18.2	6.0
4	10	23.0	3.3
5	10	22.5	8.8
6	10	27.3	5.4
7	10	31.7	7.7
8	10	31.2	8.3
9	10	29.9	8.9
10	10	30.4	9.2
11	10	28.2	8.8
12	10	24.7	4.4
13	10	26.4	2.0
14	10	21.5	4.9
15	10	21.7	3.0
16	10	22.3	1.9
17	10	23.0	0.7
18	10	26.6	1.9
19	10	29.5	5.3
20	10	29.2	14.3
21	10	20.9	13.9
22	10	16.7	11.5
23	10	20.0	8.3
24	10	21.3	5.3
25	10	19.3	4.4
26	10	16.0	4.5
27	10	18.7	0.4
28	10	23.4	2.5
29	10	26.8	4.1
30	10	27.9	5.8
31	10	27.0	6.6
1	11	27.7	5.4
2	11	27.6	5.4
3	11	26.6	5.0
4	11	18.7	10.1
5	11	22.0	11.0
6	11	27.8	9.7
7	11	19.8	7.7
8	11	20.0	3.8
9	11	19.8	4.3
10	11	21.2	5.7
11	11	20.8	4.5
12	11	20.8	5.0
13	11	21.5	8.3
14	11	18.8	10.5
15	11	23.7	9.1
16	11	23.8	7.4
17	11	23.4	5.4
18	11	24.6	4.4
19	11	24.8	4.3
20	11	22.5	4.0
21	11	18.5	3.5
22	11	17.7	1.9
23	11	18.4	-1.3
24	11	18.8	-1.4
25	11	17.3	4.2
26	11	14.2	7.4
27	11	10.6	6.3
28	11	10.9	6.5
29	11	16.7	6.3
30	11	17.8	5.2
1	12	16.7	2.2
2	12	16.3	0.9
3	12	14.8	0.7
4	12	12.9	3.3
5	12	7.2	2.5
6	12	9.2	1.7
7	12	11.8	5.9
8	12	12.2	5.0
9	12	11.7	1.2
10	12	13.1	5.8
11	12	15.4	12.5
12	12	17.6	7.0
13	12	15.0	5.9
14	12	17.0	7.2
15	12	15.7	3.3
16	12	15.8	-0.2
17	12	15.6	8.2
18	12	15.8	5.4
19	12	8.9	3.7
20	12	16.1	4.8
21	12	16.4	2.3
22	12	20.3	1.6
23	12	17.3	2.0
24	12	15.6	0.1
25	12	14.8	0.9
26	12	10.8	-3.4
27	12	11.3	-5.4
28	12	10.6	-2.9
29	12	8.3	-1.4
30	12	10.4	-2.7
31	12	9.9	-5.2
